,index,country,province,region_1,winery,title,variety,price,points,taster_name,description,designation,taster_twitter_handle
38753,38712,Spain,Catalonia,Costers del Segre,Raimat,Raimat 2010 Castell de Raimat Chardonnay (Costers del Segre),Chardonnay,10.0,83,Michael Schachner,"Yellow in color, then fleshy and floral on the nose, with a hint of peach but also corn stalks. Feels full and clumsy, with sharp acidity and corny, cidery key flavors. Struggles to reach that next level.",Castell de Raimat,@wineschach
38756,38719,Spain,Central Spain,La Mancha,J. Garcia Carrion,J. Garcia Carrion 2010 Opera Prima Sweet White White (La Mancha),White Blend,8.0,83,Michael Schachner,"Moscato aromas leap from the glass, taking the form of shampoo, lychee and jasmine. Feels light but choppy, with dilute lychee and green melon flavors. Not too sticky or cloying.",Opera Prima Sweet White,@wineschach
38792,38755,Spain,Northern Spain,Toro,Muruve,Muruve 2010 Crianza  (Toro),Tinta de Toro,16.0,91,Michael Schachner,"This firm but approachable Toro opens with rich, raisiny aromas that include integrated oak and cassis. There's some scratch and tannic bite to the palate, but not enough to make this too harsh. Flavors of loamy, rooty black fruits, chocolate and coffee finish long. Drink through 2017.",Crianza,@wineschach
38799,38762,Spain,Northern Spain,Toro,Maurodos,Maurodos 2010 Prima  (Toro),Tinta de Toro,24.0,91,Michael Schachner,"While this is a bit scratchy and rugged up front, that's Toro in a nutshell. In the mouth, things are built like a brick house, while flavors of cassis and berry come with a medicinal note and chocolaty richness. Licorice, pepper and more chocolate flavor define the finish on this stout Tinta de Toro. Drink through 2018.",Prima,@wineschach
38819,38782,Spain,Levante,Valencia,Pago Casa Gran,Pago Casa Gran 2010 Crux Càsa Benasal Red (Valencia),Red Blend,25.0,89,Michael Schachner,"Rubbery berry aromas are a touch herbal, gaseous and briny. A combination of choppy tannins and high acidity make for a jumpy mouthfeel, while acid-propelled flavors of plum and raspberry are fiery and long. Drink this organic blend of Garnacha Tintorera, Monastrell and Syrah through 2019.",Crux Càsa Benasal,@wineschach
38909,38872,Spain,Northern Spain,Rueda,Bodegas Vidal Soblechero,Bodegas Vidal Soblechero 2008 Viña Clavidor Verdejo (Rueda),Verdejo,14.0,87,Michael Schachner,"Neutral aromas of citrus and almond skin precede a jumpy, fresh and spritzy palate of green apple and citrus flavors. Tight, crisp, food-friendly white wine with cut and zest. Comfortably fits the Rueda/Verdejo model.",Viña Clavidor,@wineschach
38921,38884,Spain,Northern Spain,Campo de Borja,Almira,Almira 2008 Los Dos Old Vines Grenache-Syrah (Campo de Borja),Grenache-Syrah,8.0,86,Michael Schachner,"Nice value red wine with solid black fruit aromas, licorice and crushed mineral notes. It's flush and showing good volume, and the plum/berry core flavors have a vanilla accent. Mildly medicinal on the finish but overall it offers good power, structure and concentration.",Los Dos Old Vines,@wineschach
38949,38910,Spain,Andalucia,Jerez,Lustau,Lustau NV Medium Golden La Plaza Vieja Medium Dry Sherry (Jerez),Sherry,20.0,89,Michael Schachner,"Honey and nut aromas lead to a simple and balanced palate. Sweet flavors of caramel and sugar-coated pecan are enjoyable. On the finish, a mix of mushroom, pecan, coffee and toffee flavors are good but sticky.",Medium Golden La Plaza Vieja Medium Dry,@wineschach
38950,38911,Spain,Northern Spain,Rioja,Alberto Orte,Alberto Orte 2013 Sierra de la Demanda  (Rioja),Red Blend,37.0,89,Michael Schachner,"This blend of 75% Garnacha, 20% Tempranillo and 5% Viura opens with oaky aromas of cigar box, floral notes and raisin. A snappy, fresh palate reflects high elevation and a north-facing vineyard exposure, while this tastes oaky and of herbal currant and raspberry. A spicy finish of dried red-fruit notes and a saucy snap fits into the traditional mode for Rioja. Drink through 2021.",Sierra de la Demanda,@wineschach
38955,38916,Spain,Levante,Yecla,Bodega Trenza,Bodega Trenza 2010 Rizado Monastrell (Yecla),Monastrell,48.0,89,Michael Schachner,"Raisiny, reduced aromas of baked fruits suggest overripeness. On a weighty palate this is saturated like the nose, but not overdone. Stewed black-fruit flavors are chocolaty, while this is extracted enough to leave a coating of black-fruit residue on your cheeks, tongue and teeth.",Rizado,@wineschach
39009,38969,Spain,Northern Spain,Rioja,Taron,Taron 2005 Reserva  (Rioja),Tempranillo Blend,20.0,81,Michael Schachner,"Strained aromas are followed by an astringent palate that's dried-out and tart, with an herbal, semisour finish.",Reserva,@wineschach
39047,39009,Spain,Northern Spain,Rioja,Bodegas Riojanas,Bodegas Riojanas 2013 Puerta Vieja Crianza  (Rioja),Tempranillo,15.0,85,Michael Schachner,"Sulfuric, gaseous aromas of scrambled eggs sit on top of earthy, cool blueberry aromas. This feels blocky and tannic, while choppy flavors of stewed berry fruits and oak resin finish scratchy and woody.",Puerta Vieja Crianza,@wineschach
39058,39020,Spain,Northern Spain,Campo de Borja,Coto de Hayas,Coto de Hayas 2015 Roble Tempranillo-Cabernet Sauvignon (Campo de Borja),Tempranillo-Cabernet Sauvignon,11.0,85,Michael Schachner,"Aromas of roasted, grapy berry fruits come with oak-based notes of plastic and clove. This wine feels full in body, with hard tannins. Flavors of woodspice, hickory and black fruits finish with a lingering hint of wood smoke.",Roble,@wineschach
39067,39030,Spain,Catalonia,Montsant,Zerran,Zerran 2012 Garnatxa Blanca Garnacha Blanca (Montsant),Garnacha Blanca,17.0,87,Michael Schachner,"The nose on this Garnacha Blanca is funky and blends aromas of cured ham and salami with lees and citrus. The palate feels right, with solid acidity. Flavors of tangerine, gooseberry and nectarine end pulpy and citric, with a touch of green herbs.",Garnatxa Blanca,@wineschach
39126,39088,Spain,Northern Spain,Toro,Vega Sicilia,Vega Sicilia 2012 Pintia  (Toro),Tempranillo,75.0,91,Michael Schachner,"An opaque purple color and charred, smoky aromas render this ripe-vintage Toro dark from the outset. Sandpaper tannins frame its dominant char and burnt toast flavors, while a base of black fruit holds it together. It's all about oak and slamming tannins now, so cellar and drink from 2020–2030.",Pintia,@wineschach
39143,39105,Spain,Northern Spain,Rioja,Sierra Cantabria,Sierra Cantabria 2012 Crianza  (Rioja),Tempranillo,19.0,91,Michael Schachner,"Earthy plum and berry aromas precede a racy, high-acid palate that's fresh and sharp. Snappy red plum and wild berry flavors finish tannic, with oak spice and mild chocolate notes. This is a power-packed wine that will last a long time; drink through 2028.",Crianza,@wineschach
39152,39114,Spain,Northern Spain,Tierra del Viños de Zamora,Viñas del Cenit,Viñas del Cenit 2013 Via Cenit Tempranillo (Tierra del Viños de Zamora),Tempranillo,35.0,91,Michael Schachner,"Heavy oak gives this Tempranillo from Zamora an inky, resiny, charred set of aromas. Its muscular palate is softened somewhat by creamy oak. Woody mocha, blackberry, vanilla and spice flavors linger into the finish, feeling rich but also punchy and tannic. Drink through 2024.",Via Cenit,@wineschach
39158,39120,Spain,Northern Spain,Rioja,Bodegas Franco-Españolas,Bodegas Franco-Españolas 2009 Rioja Bordón Reserva  (Rioja),Tempranillo Blend,15.0,89,Michael Schachner,"Oaky spice, vanilla and dried-cherry aromas are classic Rioja. This feels round and good, with dry tannins and bright acidity. Toasty brown-sugar and chocolate notes grace mild red-fruit flavors on this textbook wine. Drink through 2020.",Rioja Bordón Reserva,@wineschach
39175,39137,Spain,Galicia,Rías Baixas,Morgadío,Morgadío 2014 Legado del Conde Albariño (Rías Baixas),Albariño,17.0,89,Michael Schachner,"Peach and melon aromas are fresh and clean. This is crisp but a touch flat and boxed in as far as mouthfeel is concerned. Citrus, papaya and nectarine flavors end short but perfectly clean.",Legado del Conde,@wineschach
39183,39145,Spain,Levante,Valencia,Rafael Cambra,Rafael Cambra 2012 Dos Cabernet Sauvignon-Cabernet Franc (Valencia),Cabernet Sauvignon-Cabernet Franc,30.0,89,Michael Schachner,"Ripe raisin, berry and horsey aromas are solid, not flabby. A lifted, juicy palate is healthy and fresh, while mild medicinal notes are infused into a red-berry flavor profile. On the finish, oak spice and medicinality linger amid acid-driven length.",Dos,@wineschach
39210,39173,Spain,Northern Spain,Rioja,Bodegas Bilbainas,Bodegas Bilbainas 2012 Viña Zaco  (Rioja),Tempranillo,15.0,88,Michael Schachner,"Woodsy, briary aromas of leather, sagebrush and black cherry set up a firm, clampy palate. Flavors of vanilla, dill, raspberry and salt are honest and traditional for Rioja, while light oak and vanilla flavors along with scratchiness drive a crisp finish to conclusion.",Viña Zaco,@wineschach
39223,39186,Spain,Northern Spain,Cigales,La Legua,La Legua 2013 Crianza Tempranillo (Cigales),Tempranillo,16.0,88,Michael Schachner,"Leathery berry aromas are comported and spicy. This feels grabby, tannic and tight, but good. Blackberry, toasty oak and integrated spice and herbal notes conclude with a compact tannic grip and a lasting note of oak.",Crianza,@wineschach
39240,39204,Spain,Andalucia,Jerez,Bodegas Yuste,Bodegas Yuste NV Aurora Oloroso Sherry (Jerez),Sherry,18.0,88,Michael Schachner,"Dusty aromas of maple, honey and peanut brittle are a touch hollow. This feels solid but inexact, with a touch of acidic burn to the palate. Salty nutty flavors are proper, while the finish continues along the same salty nutty path.",Aurora Oloroso,@wineschach
39249,39213,Spain,Galicia,Rías Baixas,Terras Gauda,Terras Gauda 2016 Abadía de San Campio Albariño (Rías Baixas),Albariño,20.0,89,Michael Schachner,Moderately floral aromas of stone fruits and fresh carrot juice feed into a round palate that's balanced and well shaped. Nectarine and peach flavors are nice and easy. This wine is slightly leesy-tasting on a medium-length finish.,Abadía de San Campio,@wineschach
39304,39269,Spain,Catalonia,Cava,Alta Alella,Alta Alella 2012 Privat Chardonnay (Cava),Chardonnay,27.0,91,Michael Schachner,"The to-the-point bouquet includes lightly toasted apple aromas and white-fruit scents. A chiseled, tight palate with crisp acidity supports stone-fruit and citrus flavors. Dry, crisp orange and tangerine flavors characterize the finish.",Privat,@wineschach
39361,39325,Spain,Central Spain,Dominio de Valdepusa,Marques de Griñon,Marques de Griñon 2010 Emeritvs Red (Dominio de Valdepusa),Red Blend,100.0,94,Michael Schachner,"Concentrated, intense aromas of graphite, blackberry, spice and earth notes set up a rich palate that's registering at max ripeness. Gigantic blackberry, baked black plum and toasted flavors finish dark and lush. This blend of Cabernet, Petit Verdot and Syrah is a big-wine lover's dream come true. Drink through 2023.",Emeritvs,@wineschach
39374,39338,Spain,Levante,Jumilla,Bodegas Luzón,Bodegas Luzón 2013 Luzón Roble Monastrell (Jumilla),Monastrell,12.0,87,Michael Schachner,"This Monastrell's cherry and cassis aromas show a rough, oaky burn. It's grippy and a touch raw on the palate, with roasted berry and plum flavors that linger into the finish.",Luzón Roble,@wineschach
39376,39340,Spain,Northern Spain,Navarra,Jardín de Lúculo,Jardín de Lúculo 2015 Los Bohemios Garnacha (Navarra),Garnacha,9.0,87,Michael Schachner,"This wine's suntan lotion aromas and mild volatility are a bit disconcerting. On the palate, it's full and dark, with abrasive, rubbery tannins and jammy currant and black cherry flavors that finish strong.",Los Bohemios,@wineschach
39377,39341,Spain,Northern Spain,Ribera del Duero,Finca Villacreces,Finca Villacreces 2014 Pruno  (Ribera del Duero),Tempranillo Blend,20.0,87,Michael Schachner,"Earthy but basic berry and plum flavors introduce this bumpy, rugged Tempranillo. Its tight mouthfeel is governed by rough tannins and tomato-like acidity, its lightly herbal, salty plum and berry flavors finishing choppy, rugged and abrasive.",Pruno,@wineschach
39384,39348,Spain,Catalonia,Conca de Barberà,Torres,Torres 2013 Milmanda Chardonnay (Conca de Barberà),Chardonnay,65.0,87,Michael Schachner,"On the nose, this aging Chardonnay brings corn to mind. Its palate is neither exciting nor flawed, with melon and stone fruit flavors that are yeasty and short, finishing on a bready and slightly oxidized note. Not a great value for its price.",Milmanda,@wineschach
39392,39356,Spain,Catalonia,Cava,Clos La Soleya,Clos La Soleya NV Brut Rosé Sparkling (Cava),Sparkling Blend,18.0,87,Michael Schachner,"This full, foamy and aggressive sparkler gives off peach and nectarine aromas with an odd hint of scrambled egg. It's dry on the palate, with modest stone fruit flavors that turn bitter on the finish.",Brut Rosé,@wineschach
39437,39401,Spain,Northern Spain,Vino de la Tierra de Castilla y León,Abadia Retuerta,Abadia Retuerta 2013 Pago Negralada Tempranillo (Vino de la Tierra de Castilla y León),Tempranillo,100.0,92,Michael Schachner,"Despite cool conditions in 2013, this is a ripe, healthy Tempranillo. On the nose, wood grain, sawdust, clove and citrus notes are as prominent as berry aromas. The palate feels tight and racy, with pronounced acidity and strong tannins. Flavors of clove, peppery spice and raw oak sit on top of a bed of berry fruit, while a reprise of oak character drives the finish. Drink through 2025.",Pago Negralada,@wineschach
39447,39411,Spain,Catalonia,Priorat,Marco Abella,Marco Abella 2012 Clos Abella Red (Priorat),Red Blend,90.0,92,Michael Schachner,"This ripe Carignan-Garnacha from a warm year smells of prune, vanilla, cola and violet petals. The palate is open and wide, with raw tannins and a sensation of resiny oak. Flavors of black plum, red and black currants, toast and barrel spice finish toasty, chocolaty and much like coffee, with tannic grab and just enough acidity to keep things lively. Drink through 2024.",Clos Abella,@wineschach
39488,39454,Spain,Catalonia,Montsant,Can Blau,Can Blau 2007 Mas de Can Blau Red (Montsant),Red Blend,45.0,93,Michael Schachner,"A big, balanced, bombastic Montsant made from one-third each of Mazuelo, Garnacha and Syrah. On the bouquet it's the fruit that endears but mocha and vanilla stick out. The flavor profile sees lemony oak, blackberry, blueberry and minerality. Spicy and long late with size and grip. Drink now through 2015.",Mas de Can Blau,@wineschach
39494,39460,Spain,Catalonia,Priorat,Costers del Siurana,Costers del Siurana 2007 Clos de l'Obac Red (Priorat),Red Blend,95.0,93,Michael Schachner,"Licorice, schist, wild herbs and spicy berry fruit form an alluring bouquet. The palate is jammy but firm, with mouthfilling tannins and schisty flavors of blackberry that come with a fine herbal streak. Meaty and tannic but balanced and deep; a classy taste of Priorat to drink now through 2018.",Clos de l'Obac,@wineschach
39504,39470,Spain,Levante,Alicante,Bodegas Gutiérrez de la Vega,Bodegas Gutiérrez de la Vega 2007 Casta Diva Recóndita Armonía Sweet Monastrell (Alicante),Monastrell,30.0,91,Michael Schachner,"Composed and not the least bit pushy or punishing on the bouquet, this has gorgeous berry and spice aromas. It feels a bit racy and high in acidity, but that will only serve the wine well in the long run. Plum and boysenberry flavors lead to a racy, high-acid finish. Drink now–2020.",Casta Diva Recóndita Armonía Sweet,@wineschach
39508,39474,Spain,Northern Spain,Ribera del Duero,Montecastro,Montecastro 2007 y Llanahermosa  (Ribera del Duero),Tempranillo,45.0,91,Michael Schachner,"This is dark and tarry at first, with aromas of freshly laid asphalt, pepper, fine herbs, burnt toast and roasted berry. This feels racy, healthy and balanced, with a creamy quality to the palate. It tastes natural and correct, with plum, berry, vanilla and spice flavors. On the finish, it's smooth with a strong oak-based vanilla flavor. Drink now through 2012.",y Llanahermosa,@wineschach
39517,39483,Spain,Catalonia,Cava,Sonim,Sonim 2009 Brut Nature Sparkling (Cava),Sparkling Blend,17.0,90,Michael Schachner,"Substantive, with complexities on the bouquet, this has a lemon-lime aroma that is dry, chiseled and friendly. It feels tangy, citrusy and crisp, with tangerine and lemon as the key flavors. This is fresh and focused from start to finish. The addition of 15% Chardonnay brings it up a notch.",Brut Nature,@wineschach
39518,39484,Spain,Northern Spain,Ribera del Duero,Telmo Rodríguez,Telmo Rodríguez 2006 M2 de Matallana  (Ribera del Duero),Tempranillo Blend,47.0,90,Michael Schachner,"After a leafy, somewhat burnt opening that seems muddled, things fall into place. The palate has a chewy, tannic, staunch feel that frames earthy berry, mocha, brown sugar and stewed plum flavors. It gets better and better as it unfolds, with prune and kirsch notes on the finish.",M2 de Matallana,@wineschach
39544,39511,Spain,Northern Spain,Rioja,Marqués de Murrieta,Marqués de Murrieta 2007 Finca Ygay Reserva  (Rioja),Tempranillo Blend,26.0,88,Michael Schachner,"Cherry and raspberry aromas lead the charge, but as it airs out it becomes more raisiny and jammy smelling. The flavors are solid but distant, with simple red fruit, oak and barrel notes setting the pace. Highly drinkable and easygoing but not complex or elevated.",Finca Ygay Reserva,@wineschach
39552,39519,Spain,Catalonia,Cava,Segura Viudas,Segura Viudas NV Reserva Heredad Sparkling (Cava),Sparkling Blend,25.0,87,Michael Schachner,"Grassy and sweet smelling, with apple and lightly candied aromas. Nice and normal in the mouth, with sweet, ripe flavors of white fruits, powdered sugar and pear. Turns a bit cloying on the finish. Seems sweeter and less complex than in the past.",Reserva Heredad,@wineschach
39554,39521,Spain,Catalonia,Cava,Berberana,Berberana NV Gran Tradición Brut Sparkling (Cava),Sparkling Blend,10.0,87,Michael Schachner,"Simple lime and salinic aromas are clean and fresh. The palate is juicy and tight, with lime, apple and dry spice flavors. Finishes balanced and citrusy, with proper length and mouthfeel. A good but regular Cava that's done right for the price.",Gran Tradición Brut,@wineschach
39557,39524,Spain,Northern Spain,Rioja,CVNE,CVNE 2007 Viña Real Plata Crianza  (Rioja),Tempranillo,18.0,87,Michael Schachner,"A touch murky and leafy at first, with vanilla and red fruit aromas. Runs crisp and tangy, with length, a lean structure and snappy pie cherry, red plum and vanilla flavors. Fresh and tight on the finish, with leftover juiciness. A good wine for tapas and basic salty foods.",Viña Real Plata Crianza,@wineschach
39558,39525,Spain,Northern Spain,Ribera del Duero,Dolmo,Dolmo 2009 Vendimia Seleccionada  (Ribera del Duero),Tempranillo,10.0,87,Michael Schachner,"Fresh, spicy cherry aromas are nice and clean. The palate is racy and staunch, with good acidity and tasty plum and berry flavors. Solid and medium-long on the finish, with a touch of minty herb flavor. Juicy and moderately oaky for a $10 value wine.",Vendimia Seleccionada,@wineschach
39567,39534,Spain,Northern Spain,Rioja,Campo Viejo,Campo Viejo 2007 Crianza  (Rioja),Tempranillo,12.0,87,Michael Schachner,"The bouquet of cherry and raspberry is sprightly and mildly leafy, with hints of leather and dried cheese. The palate is whispy, with red-fruit flavors of raspberry and plum along with mild herbal notes, cocoa powder and dry spice. A basic, lighter-bodied Rioja with a traditional tilt.",Crianza,@wineschach
39658,39625,Spain,Northern Spain,Rioja,Finca La Emperatriz,Finca La Emperatriz 2011 Parcela No 1  (Rioja),Tempranillo,78.0,92,Michael Schachner,"This small-production Rioja (under 200 cases) is focused, minerally and lightly charred up front, with blackberry, cassis and vanilla aromas. A flush, bright not-too-heavy palate offers lively black cherry and blackberry flavors accented by creamy vanilla and char. A medium-long, elegant finish with healthy acidity indicates that this will age nicely through about 2023.",Parcela No 1,@wineschach
39667,39634,Spain,Spain Other,Spain,Carmen Lopez Delgado,Carmen Lopez Delgado 2013 Latitud 40+ Graciano (Spain),Graciano,60.0,91,Michael Schachner,"A huge Graciano is what this is. Hailing from Toledo, this 16% abv heavyweight is seriously fruity and massive on the nose, with a mash-up of blackberry, boysenberry and peppery aromas. Layered blackberry, cassis and blackened toast flavors finish much the same, with juicy, edgy acidity. Drink through 2021.",Latitud 40+,@wineschach
39727,39694,Spain,Central Spain,Almansa,Atalaya,Atalaya 2012 Laya Old Vines Red (Almansa),Red Blend,9.0,87,Michael Schachner,"Berry aromas are matched by toasty charred notes on this blend of Garnacha Tintorera and Monastrell. The palate is generous, with a touch of stickiness. Roasted, woody flavors of baked black fruits finish with a medicinal twinge and modest heat.",Laya Old Vines,@wineschach
39741,39708,Spain,Northern Spain,Ribera del Duero,Viña Mayor,Viña Mayor 2011 Tinto Roble  (Ribera del Duero),Tempranillo,16.0,87,Michael Schachner,"Leathery berry aromas are full but young and rudimentary. This feels jumpy and acidic, but that also provides definition and balance to an otherwise ripe young wine. Flavors of black fruits and citric tang play off each other, while the finish deals grippy tannins and black-fruit flavors.",Tinto Roble,@wineschach
39783,39750,Spain,Northern Spain,Rioja,Bodega Classica,Bodega Classica 2011 El Pacto  (Rioja),Tempranillo Blend,18.0,88,Michael Schachner,"Aromas of cassis and brandied cherry are rich and full but not overly complex. Flush and ripe on the palate, with tough tannins, this tastes of baked berry fruits. After that, a slight raisiny note blends with latent cassis on a ripe finish.",El Pacto,@wineschach
39784,39751,Spain,Northern Spain,Rioja,Fernández de Piérola,Fernández de Piérola 2011 Crianza  (Rioja),Tempranillo,16.0,88,Michael Schachner,"This is a well-made, typical Rioja Crianza. Aromas of saucy cherry and cassis come with a mild horsey element. A solid mouthfeel with firm tannins supports earthy, savory plum, berry and spice flavors. A drying finish runs long and grabby.",Crianza,@wineschach
39821,39789,Spain,Northern Spain,Navarra,Bodegas Julián Chivite,Bodegas Julián Chivite 2010 Gran Feudo Rosado Rosé (Navarra),Rosé,9.0,87,Michael Schachner,"This vintage seems to have taken a step forward compared to past years. It's bright pink in color, with tight, salinic aromas of cherry and apple skins. Tastes tangy and crisp, with plum, nectarine and citrus flavors. Real good for the price.",Gran Feudo Rosado,@wineschach
39828,39796,Spain,Northern Spain,Navarra,Ochoa,Ochoa 2002 Reserva Single Vineyard Red (Navarra),Red Blend,30.0,87,Michael Schachner,"Rooty and sweet smelling, with tobacco, burnt brown sugar and raisin aromas. The palate is thick, stacked and jammy, with raisin, tobacco and candied prune and cherry flavors. Very tasty and sweet but a little flat and old.",Reserva Single Vineyard,@wineschach
39836,39804,Spain,Northern Spain,Vino de la Tierra de Castilla y León,Dominio de Eguren,Dominio de Eguren 2009 Codice Tempranillo (Vino de la Tierra de Castilla y León),Tempranillo,10.0,87,Michael Schachner,"Broad and ripe on the nose, with sappy blackberry, plum and youthful aromas. The palate is big, full and tannic, with roasted plum and berry flavors in front of a smoky, hickory-driven finish. Chewy, blowsy and generous for $10 Tempranillo.",Codice,@wineschach
39932,39897,Spain,Catalonia,Cava,Mas de Monistrol,Mas de Monistrol NV MM Masia 1882 Selección Especial Brut Rosé Sparkling (Cava),Sparkling Blend,10.0,87,Michael Schachner,"Pretty in color, with a clean nose that's not too forced, pungent or potent. The palate has a good feel and lift, with light bubbles, nice acidity and dry flavors of red plum and nectarine. Finishes dry and composed, with a bit of elegance.",MM Masia 1882 Selección Especial Brut Rosé,@wineschach
39936,39901,Spain,Catalonia,Cava,Segura Viudas,Segura Viudas NV Brut Reserva Sparkling (Cava),Sparkling Blend,10.0,87,Michael Schachner,"White fruits and candied apple aromas turn a little dusty with airing. The palate is crisp and standard, with no issues and juicy flavors of lightly sweetened apple, nectarine and citrus. Clean on the finish.",Brut Reserva,@wineschach
39948,39913,Spain,Levante,Valencia,Spanish Vines,Spanish Vines NV La Loca Vino Espumoso Sparkling (Valencia),Sparkling Blend,12.0,84,Michael Schachner,"A concept wine with a Tango slant; but what's in the bottle isn't bad at all. Yes, it's sweet and candied, but the bubbly's green, lychee aromas are nice (Moscatel?), and the palate is dessert city, with applesauce and mango flavors. A sweetie for sure, but not offensive.",La Loca Vino Espumoso,@wineschach
39949,39914,Spain,Central Spain,Tierra de Castilla,Dominio de Eguren,Dominio de Eguren 2008 Protocolo Rosado Rosé (Tierra de Castilla),Rosé,7.0,84,Michael Schachner,"Fresh and clean for the most part, with light raspberry and strawberry aromas. It's a little cloying on the palate, but the flavors of citrus and melon, while briney, are lasting and move in the right direction. A good buy made from the obscure Bobal variety and Tempranillo.",Protocolo Rosado,@wineschach
39956,39921,Spain,Northern Spain,Ribera del Duero,Bodegas Imperiales,Bodegas Imperiales 2005 Finca Helena  (Ribera del Duero),Tempranillo,89.0,84,Michael Schachner,"Tight, compact and rubbery on the nose, with a mineral, medicinal edge to the black-fruit aromas. Snappy and hard on the cheeks, with midland berry fruit and a scouring, juicy, woody finish. Lots of red fruit but scratchy and a little medicinal.",Finca Helena,@wineschach
40007,39973,Spain,Northern Spain,Ribera del Duero,Martín Berdugo,Martín Berdugo 2006 Joven  (Ribera del Duero),Tempranillo Blend,14.0,84,Michael Schachner,"A bit funky and gassy on the nose, and while the wine offers ripeness and sweetness on the palate, there's always a little something strange and sulfuric lingering. It has its plum and acidity, but the tannins and overall mouthfeel are grabby.",Joven,@wineschach
40013,39979,Spain,Northern Spain,Rioja,Castillo Clavijo,Castillo Clavijo 2001 Reserva  (Rioja),Tempranillo Blend,18.0,84,Michael Schachner,"Warm and earthy at first, but more soupy as it opens. Crisp, snappy red-fruit flavors are also on the herbal side. Nervy yet it does show a reasonable amount of honest Rioja quality. Still, for a 2001 reserva it doesn't amount to much.",Reserva,@wineschach
40016,39982,Spain,Northern Spain,Ribera del Duero,Anta,Anta 2004 A10 Nuestra Perfección  (Ribera del Duero),Tempranillo Blend,40.0,84,Michael Schachner,"Burnt oak, tire rubber and bramble vie with blackberry and vanilla aromas. The palate is brambly and a little lean, with strawberry and raspberry flavors taking on some grassy wildness. Simply stated, the fruit flavors just aren't of the highest order. Otherwise, it's good enough.",A10 Nuestra Perfección,@wineschach
40022,39987,Spain,Northern Spain,Ribera del Duero,Finca Torremilanos,Finca Torremilanos 2006 Monte Castrillo  (Ribera del Duero),Tempranillo Blend,13.0,84,Michael Schachner,"Quite tannic and biting, but beyond those mouthfeel issues this affordable RDD has its positives. The bouquet of toast, mocha and coconut is alluring, and then the palate of dark-fruit flavors, while rock-hard, is masculine. But never does one escape the feel and balance shortcomings. It's a like a ride down a pocked and bumpy gravel road.",Monte Castrillo,@wineschach
40030,39995,Spain,Northern Spain,Campo de Borja,Coto de Hayas,Coto de Hayas 2007 Rosado Rosé (Campo de Borja),Rosé,8.0,84,Michael Schachner,"Red in color and pretty clean on the nose, where raspberry and rose petal essence come together. The palate is acidic and tight, with tangy watermelon and peach flavors carrying the cleansing finish. Juicy to the extreme, but a good partner for food.",Rosado,@wineschach
40061,40027,Spain,Catalonia,Penedès,Pinord,Pinord 2014 Clos de Torribas Rosé (Penedès),Rosé,12.0,87,Michael Schachner,"Aromas of peach, red apple skins and cantaloupe come with powdery, soapy notes. This feels fresh, with vivid flavors of stone fruits and peach pit. A steady, clean finish renders this proper for immediate consumption.",Clos de Torribas,@wineschach
40070,40036,Spain,Northern Spain,Rioja,El Coto,El Coto 2007 Rosado Rosé (Rioja),Rosé,12.0,87,Michael Schachner,"Watermelon, cantaloupe and peach aromas are just as they should be, while the palate is whole, fresh and full of tangerine and nectarine. Compact, defined and complete, with a smooth, light finish. Nothing miraculous but great for summer sipping.",Rosado,@wineschach
40173,40137,Spain,Catalonia,Cava,Freixenet,Freixenet NV Cordon Negro Brut Sparkling (Cava),Sparkling Blend,13.0,87,Michael Schachner,"Apple, honeydew and yeast aromas introduce this perennially consistent brut. A crisp, citrusy mouthfeel and clean nectarine and orange flavors finish with a zip.",Cordon Negro Brut,@wineschach
40200,40164,Spain,Catalonia,Cava,Agustí Torelló Mata,Agustí Torelló Mata 2011 Gran Reserva Brut Sparkling (Cava),Sparkling Blend,45.0,91,Michael Schachner,"Bready apple and spice aromas are layered, mildly complex and appealing. In the mouth, this is dry, leesy and tastes of toasted apple and nectarine. The finish hits the spot with proper weight, balance and lively acidity. Excellence in Cava may be fleeting, but this makes the grade.",Gran Reserva Brut,@wineschach
40214,40178,Spain,Northern Spain,Rioja,Solabal,Solabal 2007 Crianza  (Rioja),Tempranillo,19.0,89,Michael Schachner,"Mineral, dark spices, licorice and earthy cherry aromas form a solid, attractive bouquet. The palate is easygoing and chunky, but well built and structured. Flavors of toast and vanilla sit atop standard raspberry and plum, while the finish is dry and oaky, but clean and long.",Crianza,@wineschach
40296,40264,Spain,Northern Spain,Ribera del Duero,Resalte,Resalte 2011 Expresion  (Ribera del Duero),Tempranillo,50.0,91,Michael Schachner,"Cedar, bold berry and cassis aromas come with an exotic note of sandalwood. In the mouth, this feels alert, bright and grabby, with a full load of muscular tannins and acidity. Flavors of spiced blackberry, coffee and chocolate are toasty and a touch burnt in character on the finish. Drink through 2023.",Expresion,@wineschach
40310,40277,Spain,Spanish Islands,Vi de la Terra Mallorca,Ànima Negra,Ànima Negra 2011 Àn Red (Vi de la Terra Mallorca),Red Blend,50.0,92,Michael Schachner,"With so few Mallorcan wines on the market, Anima Negra operates in a vacuum. Thankfully the winery excels with this red made from the local Callet grape. Dry, light, spicy aromas of sandalwood, tobacco and cherry come in front of a medium-bodied, creamy and oaky palate. Flavors of ripe yet spicy cherry and plum finish with notes of wood smoke and baking spices. Drink this unique wine through 2024.",Àn,@wineschach
